example,stiffness,friction,target_force,penetration,force,normal_kp,normal_kd,y_gain,target_scale
887,196.5317,0.8007,14.1509,0.01630,3.2135,118.5421,23.3012,5.7580,2.0000
888,688.3064,0.2856,17.0566,0.00965,6.2727,191.9704,33.9337,6.9820,0.6102
889,274.8096,0.2923,7.8453,0.01036,2.3683,118.2709,21.5825,7.3826,1.5283
890,501.6682,0.7789,17.8170,0.03739,18.3704,141.4677,32.2813,5.2424,0.8372
891,821.8290,0.1184,13.8235,0.00153,2.0748,205.0000,33.6020,7.4840,0.5111
892,911.3291,0.6977,7.4077,0.00192,1.9353,205.0000,36.0000,4.9266,0.4609
893,450.2016,0.1762,21.6208,0.03377,15.5215,145.9486,25.9156,6.8600,0.9329
894,389.9692,0.6417,9.9327,0.03777,14.3992,133.3215,27.8323,4.9051,1.0770
895,756.6285,0.7529,7.4643,0.00459,3.9396,186.2488,36.0000,4.5711,0.5551
896,863.2603,0.1628,13.8603,0.02146,18.0853,203.7841,36.0000,7.4482,0.4865
897,655.7553,0.3936,13.7600,0.01708,10.7241,170.0424,33.8213,6.5031,0.6405
898,613.1509,0.1699,16.9678,0.00607,3.4392,186.7357,30.7536,7.2354,0.6850
899,500.7394,0.8460,11.1132,0.00920,4.6468,154.3370,32.7898,4.7542,0.8388
900,738.8933,0.1480,9.5679,0.00239,1.2432,194.1482,31.3505,6.9786,0.5684
901,443.0119,0.3890,10.5165,0.02468,11.1361,132.8150,27.4026,7.0070,0.9481
902,584.6784,0.7265,14.8951,0.00356,2.1979,180.6357,31.3527,4.9593,0.7183
903,240.5710,0.5696,13.9031,0.05322,13.5109,93.8934,22.9877,6.0040,1.7458
904,727.2708,0.7911,9.3615,0.00409,3.5707,186.8304,36.0000,4.2773,0.5775
905,599.0305,0.2910,13.4546,0.00217,1.5352,181.0773,28.2992,6.3776,0.7011
906,428.8452,0.4886,11.0226,0.01864,7.1967,137.7439,27.7741,5.8765,0.9794
907,517.1326,0.6135,8.0914,0.00572,2.6589,154.5216,31.4219,5.0233,0.8122
908,449.1445,0.6910,17.1034,0.00646,3.1060,163.1660,30.0027,4.6976,0.9351
909,439.5799,0.1037,18.0767,0.02375,10.0912,148.5052,25.0173,7.1643,0.9555
910,475.7693,0.5113,12.9392,0.01084,4.8076,154.2549,29.3638,5.4524,0.8828
911,556.9216,0.8183,15.4535,0.01582,8.8985,162.9592,34.2538,5.6704,0.7541
912,467.0677,0.7296,16.1800,0.00391,2.0395,166.1694,27.8490,5.7197,0.8992
913,202.2856,0.1827,18.5221,0.00614,0.7404,134.4625,18.5302,7.9014,2.0000
914,264.7916,0.6869,16.6231,0.00922,2.6517,135.4557,24.4390,4.7439,1.5862
915,659.2380,0.3356,7.4253,0.00373,2.6556,174.3790,30.4618,7.3874,0.6371
916,745.2708,0.3772,18.0620,0.02451,18.3285,177.3768,36.0000,6.1313,0.5636
917,544.6456,0.8480,13.4396,0.00363,1.8827,172.1221,31.1234,5.0585,0.7711
918,531.1996,0.7453,15.5657,0.01062,5.6803,166.4277,32.8984,5.7260,0.7907
919,350.5860,0.8122,15.3947,0.02255,8.0972,133.6424,28.0153,5.3244,1.1980
920,433.3621,0.2891,15.8551,0.00642,2.6372,159.0838,26.3136,7.8677,0.9692
921,297.1706,0.8286,8.4589,0.00032,0.1095,127.9444,23.5443,4.1197,1.4133
922,604.1654,0.1308,14.9889,0.02726,16.2874,158.4815,30.1716,7.3285,0.6952
923,587.2361,0.7866,11.3356,0.00635,3.3815,170.5844,34.9103,5.8269,0.7152
924,529.0619,0.7778,20.1609,0.00902,4.7724,178.2141,33.0945,4.3331,0.7939
925,386.4822,0.1973,17.2299,0.06312,24.4770,121.1594,24.6440,7.6118,1.0867
926,910.5394,0.8134,6.8011,0.00526,4.6123,205.0000,36.0000,4.1838,0.4613
927,543.1778,0.7466,21.0158,0.01513,8.2220,174.6231,33.2683,6.0089,0.7732
928,614.3488,0.6243,20.6949,0.01030,6.2724,188.8818,34.4249,5.2648,0.6837
929,357.4064,0.6690,13.4189,0.02238,7.7466,131.0900,27.0744,5.8792,1.1751
930,387.4210,0.8147,19.2243,0.02101,8.0889,147.6109,29.1403,5.6425,1.0841
931,887.9941,0.3262,16.0848,0.00169,1.1765,205.0000,36.0000,6.3090,0.4730
932,882.7034,0.3050,7.9025,0.00102,0.1519,205.0000,36.0000,6.9670,0.4758
933,739.1102,0.1811,14.8271,0.00222,1.2248,205.0000,31.6221,6.8394,0.5683
934,373.4591,0.2826,18.3902,0.02793,10.5617,138.2415,24.4649,7.2904,1.1246
935,472.9141,0.4758,7.3393,0.01144,4.7014,141.7404,28.9934,6.8980,0.8881
936,751.5081,0.7573,19.5199,0.03144,24.3922,188.4454,36.0000,5.2608,0.5589
937,210.2780,0.7286,9.3556,0.01517,2.9847,110.5577,23.1375,5.9883,1.9974
938,777.2326,0.7982,16.5159,0.00215,1.1975,205.0000,36.0000,5.6890,0.5404
939,652.7514,0.7742,16.2359,0.02385,15.7418,163.9997,36.0000,5.6592,0.6434
940,910.1773,0.7659,13.7347,0.00491,4.6110,205.0000,36.0000,4.7727,0.4614
941,394.3437,0.4937,14.1524,0.03246,13.4903,125.6081,26.7802,6.9631,1.0651
942,733.3583,0.3909,18.0793,0.00858,6.2522,201.0234,36.0000,5.9582,0.5727
943,198.2484,0.6383,13.1077,0.05422,10.9422,90.4672,22.2935,5.8222,2.0000
944,919.3830,0.8400,7.2909,0.00007,-0.1587,205.0000,36.0000,4.2268,0.4568
945,532.8047,0.5532,10.4360,0.01350,7.1990,152.0421,31.4094,6.5503,0.7883
946,353.4378,0.6723,11.2563,0.05079,17.3522,125.7484,27.1323,6.0076,1.1883
947,471.5216,0.6648,19.7423,0.06540,30.3003,138.9680,30.9940,5.2606,0.8907
948,479.4611,0.5573,21.3543,0.00654,2.7811,177.7800,29.8426,5.2592,0.8760
949,503.2522,0.2270,10.7089,0.01900,9.5074,143.1310,27.9134,7.4612,0.8346
950,943.8867,0.4244,19.4305,0.02516,23.5019,205.0000,36.0000,6.6212,0.4450
951,765.1941,0.8224,10.9996,0.00545,4.6642,193.7170,36.0000,4.6206,0.5489
952,601.4107,0.7616,6.9922,0.00427,2.6484,164.7680,32.1348,5.1127,0.6984
953,602.0338,0.1367,12.6821,0.00996,5.3723,171.3867,30.1543,8.5355,0.6976
954,435.2205,0.7966,11.1803,0.00783,3.2819,147.6595,30.4293,5.6140,0.9650
955,346.3560,0.8460,12.2619,0.01915,6.9072,128.7339,28.1591,4.3181,1.2126
956,503.4053,0.3684,7.8920,0.01454,6.5162,143.5376,29.0492,7.2459,0.8343
957,466.8840,0.4983,15.0039,0.01473,7.0082,152.6231,28.9927,5.5490,0.8996
958,465.5040,0.6367,7.3828,0.00868,3.5506,143.2566,30.0591,5.9176,0.9022
959,472.5801,0.2447,16.8905,0.01384,6.5655,158.6020,27.1353,7.1009,0.8887
960,417.1500,0.7516,19.2285,0.06944,28.9884,125.0911,30.1627,4.5439,1.0068
961,363.5164,0.3848,11.1308,0.00335,0.8632,142.1163,21.9836,7.1687,1.1554
962,832.1435,0.7530,19.5520,0.04068,33.3572,205.0000,36.0000,5.5268,0.5047
963,445.2916,0.5795,15.8716,0.03968,17.4100,135.1782,28.9951,6.4138,0.9432
964,451.5876,0.8034,21.4275,0.02083,10.3855,157.0304,30.9746,4.2258,0.9301
965,507.1003,0.4831,10.9242,0.02046,10.0455,142.9982,30.0777,5.8492,0.8282
966,319.6490,0.3635,21.6378,0.00941,3.1238,153.6781,23.4978,6.0731,1.3139
967,271.4374,0.2911,12.1412,0.04627,11.7571,105.3121,21.5054,7.0159,1.5473
968,242.1631,0.5665,8.4384,0.00113,0.1965,119.4567,19.7967,5.9397,1.7344
969,806.3797,0.3722,12.1202,0.00015,-0.3147,205.0000,35.1688,7.0235,0.5208
970,704.5475,0.1107,18.8461,0.00680,4.8210,201.5374,33.0216,8.6595,0.5961
971,210.9475,0.5349,13.7037,0.01333,2.7642,120.7090,21.6080,6.6647,1.9910
972,951.4045,0.5696,8.2891,0.00363,3.3312,205.0000,36.0000,6.1936,0.4415
973,531.0648,0.5351,20.1791,0.00545,2.5536,183.4359,31.2130,6.3085,0.7909
974,438.2320,0.0680,12.9165,0.01516,6.7781,144.2391,24.6908,8.0656,0.9584
975,705.7128,0.8295,18.9242,0.02978,21.1093,175.6641,36.0000,4.8715,0.5951
976,320.2202,0.4684,14.7435,0.03634,11.4364,120.3085,24.3535,6.7951,1.3116
977,858.6013,0.5348,17.2077,0.01392,12.5783,203.9749,36.0000,6.9013,0.4892
978,712.5306,0.0602,16.0529,0.01815,13.3175,177.8975,32.8576,8.7822,0.5894
979,309.9506,0.8000,17.0630,0.01100,3.7363,140.8114,26.6988,5.3495,1.3551
980,323.6058,0.8308,13.2202,0.05377,17.4895,114.3407,27.5826,4.3922,1.2979
981,341.2869,0.7588,8.8935,0.00028,0.4515,134.7656,24.3087,5.4643,1.2306
982,225.5991,0.3720,21.1850,0.00244,0.6837,143.9429,17.7440,7.3298,1.8617
983,624.2267,0.4896,9.2704,0.00405,2.4200,173.7047,30.6436,5.5437,0.6728
984,505.2027,0.2299,13.5785,0.00790,4.3908,160.9933,27.9954,6.6344,0.8313
985,684.0118,0.6672,8.0335,0.01323,8.8569,169.4132,36.0000,5.8050,0.6140
986,424.5568,0.5529,16.3501,0.03852,16.5106,129.0368,28.1597,6.3237,0.9893
987,335.9424,0.6466,17.5653,0.02244,7.5270,137.4757,26.2514,6.2606,1.2502
988,897.7576,0.7200,9.6339,0.00085,0.6420,205.0000,36.0000,5.4217,0.4678
989,349.1666,0.5871,10.3377,0.02843,10.0855,117.9299,26.1721,5.1340,1.2029
990,636.4526,0.2378,16.1313,0.03433,22.1888,173.7945,31.9960,7.7090,0.6599
991,298.0251,0.7062,18.9723,0.02591,7.9075,134.0464,25.5905,5.3759,1.4093
992,805.8091,0.6201,6.6955,0.00595,5.1040,189.3727,36.0000,6.0012,0.5212
993,518.0259,0.1857,16.0895,0.03294,16.8716,144.4245,28.0263,8.0151,0.8108
994,473.3999,0.2477,21.5306,0.03425,16.0829,147.9949,27.1839,7.5790,0.8872
995,675.2575,0.5264,8.4617,0.00777,5.2266,173.4059,35.4688,5.3892,0.6220
996,917.5623,0.7153,13.0474,0.00235,2.1553,205.0000,36.0000,6.1489,0.4577
997,300.7737,0.7385,19.0003,0.00989,3.1573,144.9708,25.9309,4.6860,1.3964
998,473.8075,0.6042,14.4174,0.03706,17.5712,143.0095,30.0481,5.6899,0.8864
999,910.5891,0.5311,14.1728,0.00244,2.0157,205.0000,36.0000,6.9361,0.4612
1000,906.6433,0.6324,10.3310,0.00163,1.5531,205.0000,36.0000,5.8551,0.4632
1001,217.1784,0.2620,16.8870,0.03858,7.8603,117.4355,19.6112,7.1181,1.9339
1002,849.3799,0.8430,19.1468,0.00706,6.1001,205.0000,36.0000,4.8403,0.4945
1003,641.2565,0.1907,16.3374,0.02173,14.3688,165.5194,31.7636,7.7626,0.6550
1004,264.3285,0.2183,13.2740,0.01873,4.6346,123.6560,20.6763,6.6888,1.5889
1005,423.6923,0.6391,10.3170,0.01868,7.8634,133.9517,28.8234,6.3464,0.9913
1006,601.6310,0.5531,21.1954,0.01236,7.7099,184.9129,33.4734,6.6679,0.6981
1007,329.3434,0.8193,19.4815,0.00350,1.1563,154.7170,24.4350,4.8011,1.2753
1008,235.4308,0.6372,21.5256,0.01905,4.2877,138.2381,23.1602,4.9239,1.7840
1009,841.5638,0.5499,6.5486,0.00511,4.4084,195.9432,36.0000,5.2902,0.4991
1010,381.7128,0.1439,10.7691,0.03045,11.9060,124.7581,23.6024,7.1512,1.1003
1011,850.9423,0.2589,13.9712,0.00675,5.1032,205.0000,36.0000,6.8853,0.4936
1012,612.4187,0.7011,6.5708,0.00086,0.5813,170.0397,31.9811,4.6690,0.6858
1013,857.0650,0.1397,18.5370,0.02484,21.8697,200.8918,36.0000,7.0131,0.4900
1014,883.8851,0.2000,8.0728,0.00440,3.7315,205.0000,36.0000,6.7601,0.4752
1015,365.9800,0.0848,9.8783,0.03871,14.3745,129.7886,22.6578,7.8424,1.1476
1016,785.4198,0.8474,17.0173,0.00999,8.4086,201.7521,36.0000,4.0409,0.5347
1017,585.9536,0.3558,16.6949,0.01375,8.0043,172.0124,31.4249,6.8362,0.7168
1018,760.2104,0.5557,19.5467,0.00732,6.2061,205.0000,36.0000,6.8042,0.5525
1019,360.6062,0.7886,21.7303,0.00548,2.2201,162.0133,28.1273,4.9184,1.1647
1020,325.8362,0.5746,18.9400,0.00118,0.0170,155.5060,22.3721,5.1902,1.2890
1021,907.8224,0.5801,18.7202,0.00564,5.3135,205.0000,36.0000,5.1634,0.4626
1022,905.3619,0.4642,14.3034,0.00433,3.8283,205.0000,36.0000,6.3384,0.4639
1023,954.5728,0.5304,10.8332,0.00014,0.4585,205.0000,36.0000,6.4910,0.4400
1024,873.9569,0.3707,15.0297,0.00570,5.3220,205.0000,36.0000,7.1070,0.4806
1025,690.0247,0.3711,13.6104,0.00710,4.5450,188.4477,34.6695,7.1294,0.6087
1026,781.9093,0.1226,8.2415,0.00428,3.1358,193.5189,32.4380,8.4262,0.5371
1027,454.0270,0.2349,8.3007,0.01256,5.6812,138.8669,26.5001,6.7036,0.9251
1028,338.7481,0.7357,20.0196,0.03825,13.0970,131.0419,27.0483,4.5099,1.2399
1029,434.6030,0.3297,19.3150,0.01845,8.0979,154.8681,26.6759,6.2151,0.9664
1030,306.4195,0.6539,17.6274,0.04559,13.7849,118.8357,25.4394,6.1203,1.3707
1031,416.0984,0.1553,21.6266,0.02909,11.9373,148.7313,24.7253,7.9742,1.0094
1032,935.8801,0.6471,19.9257,0.00182,1.9882,205.0000,36.0000,4.9945,0.4488
1033,296.3156,0.7133,12.4367,0.00769,1.6040,133.2793,25.5962,5.1083,1.4174
1034,427.8734,0.7414,18.1882,0.00271,1.4784,165.9427,26.7673,5.5169,0.9816
1035,716.1657,0.6617,16.2600,0.01493,10.9128,184.1887,36.0000,4.9419,0.5865
1036,371.6076,0.7406,16.4095,0.01124,5.1008,145.6202,28.0732,5.2242,1.1302
1037,354.9729,0.1127,11.5003,0.01951,6.5026,129.2410,22.5509,7.1266,1.1832
1038,705.4815,0.7983,20.8842,0.04152,29.1619,189.0332,36.0000,4.5459,0.5953
1039,641.8353,0.0619,8.8166,0.02304,15.0012,174.8813,30.7505,7.7701,0.6544
1040,393.5614,0.6439,15.6381,0.01196,4.4134,148.7284,27.9577,5.2650,1.0672
1041,521.9284,0.4489,8.0508,0.00683,4.1735,151.8193,30.2494,5.7144,0.8047
1042,688.5754,0.0614,14.5210,0.01121,7.2079,184.3750,32.1486,8.8815,0.6100
1043,555.0983,0.5534,20.3090,0.03709,20.7556,149.2471,32.0801,6.4901,0.7566
1044,485.2470,0.5546,8.5516,0.02050,10.2918,141.6155,29.9945,5.8585,0.8655
1045,558.6171,0.6274,14.1667,0.00229,1.3098,177.0776,29.7781,5.1586,0.7519
1046,608.0276,0.8302,10.3891,0.01669,9.6867,157.7493,35.8822,4.8867,0.6908
1047,478.0209,0.2830,7.6045,0.02706,12.4679,147.4026,27.6047,6.4114,0.8786
1048,781.9850,0.8494,15.8793,0.01305,9.8066,195.6577,36.0000,5.6150,0.5371
1049,845.2978,0.2212,9.0048,0.01126,8.9529,191.9089,36.0000,7.3236,0.4969
1050,419.3482,0.8322,11.7436,0.00090,0.1608,153.3844,27.2377,5.4182,1.0016
1051,560.2520,0.5832,21.3486,0.00416,2.5251,190.4495,29.4736,5.1504,0.7497
1052,836.7753,0.1348,12.6557,0.00495,4.1653,205.0000,34.1820,8.0763,0.5019
1053,842.8617,0.4542,19.3924,0.00433,2.8665,205.0000,36.0000,6.2281,0.4983
1054,841.2868,0.2491,8.5651,0.00704,5.6863,197.5265,36.0000,8.0740,0.4992
1055,781.4983,0.2927,9.0461,0.00441,3.3314,194.7969,33.7868,6.6900,0.5374
1056,957.6173,0.8021,20.9709,0.03818,36.9053,205.0000,36.0000,4.4639,0.4386
1057,249.4667,0.0638,18.9527,0.06274,15.3768,92.9039,19.4553,6.7113,1.6836
1058,616.1897,0.6255,6.8355,0.00362,1.8505,168.3953,31.4893,6.1762,0.6816
1059,892.6291,0.7423,9.3077,0.01320,11.8707,204.5331,36.0000,5.0099,0.4705
1060,534.8683,0.7412,14.8301,0.00318,1.4760,174.6093,29.9753,5.3696,0.7852
1061,659.0504,0.8169,6.7468,0.00354,2.5961,172.9890,34.3067,4.2358,0.6373
1062,808.2833,0.2613,15.2426,0.01457,11.5371,194.3944,36.0000,6.7986,0.5196
1063,364.9526,0.2178,7.2663,0.00624,2.4822,130.2679,23.6909,6.6853,1.1508
1064,397.0428,0.3643,11.0482,0.02126,8.7658,129.5777,25.8256,6.8879,1.0578
1065,389.6325,0.0975,20.1314,0.03265,13.4035,138.2462,23.4687,8.0296,1.0779
1066,584.3601,0.7507,12.6359,0.02543,14.7546,157.3152,34.5365,5.1844,0.7187
1067,461.8125,0.4241,7.0464,0.00967,4.2458,140.4333,28.2471,6.6093,0.9095
1068,474.8132,0.4467,7.3612,0.01968,9.5563,141.0511,28.8183,5.9333,0.8846
1069,573.4019,0.3547,11.2802,0.01305,6.9375,160.5643,31.0395,7.3881,0.7325
1070,527.7353,0.5108,12.3501,0.01072,5.9217,158.3027,30.9185,6.5240,0.7959
1071,817.7080,0.3257,13.7216,0.00072,0.3306,205.0000,35.1371,7.4670,0.5136
1072,563.3084,0.3514,16.2922,0.00370,1.4997,182.0399,27.7105,7.3119,0.7456
1073,373.7313,0.8116,6.8107,0.00111,0.5762,134.7755,25.7051,4.1911,1.1238
1074,436.6580,0.1893,7.1192,0.01144,4.7828,135.6389,25.6142,7.6994,0.9619
1075,448.6895,0.3559,19.6331,0.03789,17.2213,137.6095,27.3077,6.4077,0.9361
1076,534.6001,0.7878,8.7383,0.00135,0.7103,162.8517,30.3403,4.2913,0.7856
1077,566.1699,0.7339,7.3456,0.00691,4.0696,157.1327,33.8563,4.5176,0.7418
1078,636.7727,0.7252,9.6509,0.00802,4.9820,170.7874,35.9047,5.3332,0.6596
1079,812.9704,0.3813,12.2333,0.00186,1.2795,205.0000,35.4395,6.9288,0.5166
1080,875.3848,0.4136,12.4800,0.01977,17.0595,205.0000,36.0000,6.9551,0.4798
1081,346.1081,0.7350,14.8914,0.03359,11.5391,124.2912,27.2635,5.3446,1.2135
1082,959.4753,0.8270,16.4100,0.00641,5.9869,205.0000,36.0000,4.7934,0.4377
1083,729.5245,0.0718,17.4289,0.03099,23.1853,187.0928,33.4602,8.2499,0.5757
1084,205.1322,0.4286,10.3464,0.01630,3.6374,110.5296,20.5827,6.9650,2.0000
1085,803.5299,0.1170,20.1583,0.04245,34.2427,205.0000,36.0000,8.2866,0.5227
1086,809.5239,0.3079,21.8709,0.01161,9.8419,205.0000,36.0000,7.8589,0.5188
1087,504.0110,0.7390,13.7705,0.00183,0.5934,169.5913,29.0325,5.8574,0.8333
1088,707.8854,0.8075,7.9856,0.00938,6.5942,174.2438,36.0000,4.5807,0.5933
1089,678.3336,0.6512,9.6072,0.00332,1.7857,183.9574,33.5596,5.8708,0.6192
1090,938.6554,0.1198,16.1903,0.00977,9.3924,205.0000,36.0000,8.3382,0.4474
1091,219.8967,0.7541,21.3396,0.03058,6.2701,131.1374,23.6300,5.6843,1.9100
1092,587.7384,0.0869,20.0959,0.02202,12.9655,168.8476,29.3275,8.1511,0.7146
1093,579.7669,0.3117,6.5904,0.00403,2.2227,161.5741,27.8867,6.7835,0.7244
1094,924.8171,0.1956,12.8775,0.00880,8.1605,205.0000,36.0000,6.7785,0.4541
1095,691.6668,0.4935,20.6478,0.03096,21.3314,170.2540,35.6980,6.8842,0.6072
1096,651.8410,0.4992,14.8979,0.01261,7.6734,178.6702,34.5492,5.9218,0.6443
1097,578.0767,0.5842,9.9696,0.00362,2.5140,168.1138,30.0158,6.1319,0.7265
1098,774.4561,0.1498,11.3835,0.01434,11.6121,181.6712,35.4324,8.4779,0.5423
1099,489.4299,0.7977,12.8436,0.02994,14.8190,142.7603,32.0645,5.6773,0.8581
1100,771.9943,0.8182,20.5023,0.02059,15.8048,191.1336,36.0000,5.5560,0.5440
1101,510.3760,0.2902,15.1435,0.01870,9.1147,154.8197,28.6328,6.6533,0.8229
1102,936.1189,0.1330,6.7941,0.00592,5.2224,205.0000,36.0000,7.8876,0.4487
1103,600.7059,0.5923,7.8226,0.00993,5.8396,159.4686,33.7594,5.7446,0.6992
1104,840.0659,0.5610,7.8473,0.00395,3.9228,199.6438,36.0000,5.2436,0.5000
1105,704.3721,0.3653,8.9472,0.00744,5.8307,177.5123,35.0534,7.3003,0.5963
1106,532.7367,0.3135,20.1790,0.00139,0.4041,188.4152,26.4904,7.3188,0.7884
1107,941.9600,0.7075,7.6595,0.01118,11.1634,205.0000,36.0000,5.3043,0.4459
1108,863.0601,0.7791,16.9807,0.00879,7.0920,205.0000,36.0000,4.8870,0.4866
1109,658.4861,0.4363,14.0014,0.00285,1.8867,190.4252,31.2451,7.1247,0.6378
1110,263.0698,0.5822,18.0059,0.02528,7.2414,128.1424,23.5494,5.1549,1.5965
1111,520.0740,0.7750,13.6766,0.00300,1.3656,170.0952,29.8024,4.8864,0.8076
1112,208.0466,0.3993,8.6327,0.00422,0.7801,113.4829,17.4354,6.2463,2.0000
1113,533.2923,0.6597,9.5331,0.00191,0.5814,164.6875,29.2767,5.9329,0.7876
1114,747.6423,0.4689,9.0217,0.00631,4.4646,187.1720,36.0000,7.0533,0.5618
1115,462.9113,0.1192,8.7131,0.00878,4.3397,144.0580,25.8413,8.5945,0.9073
1116,737.9183,0.7654,9.4905,0.01286,9.5536,175.8264,36.0000,5.3598,0.5692
1117,565.5055,0.2581,18.9902,0.04326,24.1832,161.2504,30.0302,8.0204,0.7427
1118,479.6594,0.8301,11.0542,0.01352,6.7080,146.5106,32.0309,4.3934,0.8756
1119,870.6199,0.7713,11.4261,0.00131,0.9263,205.0000,36.0000,4.3603,0.4824
1120,446.2158,0.3651,13.1757,0.00118,0.8851,158.9716,24.3074,7.3269,0.9412
1121,905.4353,0.2666,19.8255,0.00919,8.6295,205.0000,36.0000,7.6873,0.4639
1122,691.3716,0.6047,7.1241,0.00347,2.1269,179.6994,33.5785,6.6497,0.6075
1123,726.0710,0.4468,14.8985,0.02449,18.0222,180.7828,36.0000,6.9130,0.5785
1124,245.8853,0.4653,11.4931,0.01752,4.9928,116.1835,22.0987,6.5761,1.7081
1125,777.4797,0.4143,9.9101,0.00502,3.8856,194.8758,36.0000,7.2037,0.5402
1126,742.3534,0.4320,15.4682,0.00910,7.0063,194.9692,36.0000,5.7858,0.5658
1127,581.7433,0.1637,15.0796,0.00847,4.7083,175.0784,29.7618,6.9125,0.7220
1128,232.8685,0.2191,18.9453,0.04073,9.3926,120.9462,19.7387,6.6799,1.8036
1129,499.9342,0.5255,10.0481,0.01153,5.8977,149.1209,30.2024,6.9206,0.8401
1130,296.0074,0.5374,16.5432,0.00601,2.0029,141.3898,24.1790,6.3016,1.4189
1131,615.4889,0.3286,10.8540,0.01772,10.9871,157.6162,32.0936,6.2198,0.6824
1132,475.3942,0.0768,6.9786,0.00597,2.3028,146.5959,25.8764,8.7597,0.8835
1133,676.1343,0.4617,10.6454,0.00559,3.7413,181.6090,34.9774,5.6610,0.6212
1134,777.5550,0.1683,14.6483,0.02842,21.8571,197.4926,35.6733,8.4315,0.5402
1135,818.1758,0.1115,14.8447,0.01407,11.6466,194.7622,36.0000,7.1317,0.5133
1136,351.1325,0.6694,18.2334,0.05486,19.8318,111.5254,27.1455,4.5221,1.1961
1137,433.9973,0.7398,10.9135,0.03263,14.4300,137.8358,29.9383,5.0990,0.9677
1138,336.4225,0.8147,16.4794,0.02184,7.0132,136.2890,27.6105,4.9308,1.2484
1139,449.2866,0.7474,19.7867,0.02033,9.3066,155.4491,30.4575,5.4205,0.9348
1140,629.1012,0.1961,8.8518,0.00966,6.0086,165.6203,31.4415,7.2926,0.6676
1141,584.2339,0.2520,10.7267,0.00791,4.9631,165.3151,30.5427,6.6955,0.7189
1142,450.5246,0.1306,11.2289,0.01871,9.0166,137.4459,25.5608,7.8702,0.9322
1143,392.5641,0.8225,15.4848,0.04730,18.8341,129.0036,29.4162,5.4888,1.0699
1144,951.6487,0.1311,9.1449,0.00301,2.7066,205.0000,36.0000,7.8467,0.4413
1145,271.8510,0.2308,8.7476,0.00756,2.1880,120.2087,21.0017,8.0171,1.5450
1146,846.3621,0.0904,9.6666,0.01144,9.9008,192.4695,36.0000,8.6800,0.4962
1147,791.4462,0.2690,7.7184,0.01409,11.2664,191.5226,36.0000,7.9481,0.5307
1148,747.0095,0.6060,14.4239,0.02605,19.7543,188.7783,36.0000,5.6423,0.5622
1149,417.9230,0.5692,8.6212,0.02050,8.8040,128.0908,28.0910,5.2095,1.0050
1150,379.8261,0.6541,13.2390,0.01891,7.0953,135.4901,27.6274,4.8529,1.1058
1151,584.0671,0.3502,6.9969,0.00139,0.4958,166.9126,28.3235,7.5493,0.7191
1152,673.8624,0.4417,8.4926,0.00809,5.7697,172.0699,34.7494,6.9204,0.6233
1153,230.5843,0.2514,13.8180,0.01361,3.4033,122.5002,19.9289,7.5167,1.8215
1154,196.4567,0.5006,7.3078,0.02950,6.4093,96.4451,20.8982,6.7970,2.0000
1155,331.8412,0.4850,21.0723,0.05637,18.7334,108.7781,25.1308,6.6914,1.2657
1156,895.2034,0.0879,7.2735,0.01106,10.4496,205.0000,36.0000,7.4623,0.4692
1157,453.6261,0.2219,14.3623,0.00156,0.2398,164.1133,23.3843,6.6679,0.9259
1158,449.5212,0.1883,13.9802,0.00591,3.0587,156.4555,25.9923,7.6459,0.9343
1159,355.0050,0.2372,16.2536,0.05042,18.2160,117.2605,23.6890,7.0717,1.1831
1160,661.5594,0.5823,9.7543,0.00556,3.7983,177.3371,35.5055,5.1542,0.6349
1161,382.3494,0.5110,19.8296,0.00854,3.3803,158.5409,26.5585,6.9481,1.0985
1162,848.8088,0.2691,18.0197,0.00828,7.4036,205.0000,36.0000,7.6153,0.4948
1163,444.8541,0.6833,16.7543,0.04639,20.7472,139.1508,29.8480,5.7166,0.9441
1164,726.8389,0.5050,11.7708,0.01005,7.9989,182.3240,36.0000,6.9347,0.5778
1165,292.2356,0.6707,15.7765,0.00634,1.9212,139.3170,25.1330,4.7829,1.4372
1166,831.4699,0.2664,8.3696,0.00576,4.7079,197.7763,36.0000,7.0483,0.5051
1167,559.5394,0.2919,15.3418,0.02175,12.2643,155.7014,30.1212,6.3741,0.7506
1168,242.6604,0.1345,11.8936,0.02268,5.5386,115.3802,19.3556,8.3030,1.7308
1169,453.9392,0.7956,13.2995,0.00422,2.0143,157.9183,27.9827,4.2586,0.9252
1170,926.3013,0.4585,14.0114,0.02357,22.3198,205.0000,36.0000,6.0927,0.4534
1171,286.4175,0.4211,19.1324,0.00388,1.1147,147.6016,19.9610,6.8271,1.4664
1172,272.9777,0.4914,8.6422,0.04921,14.2646,114.1898,23.2300,6.2205,1.5386
1173,438.2385,0.3328,11.5861,0.00847,3.5777,148.3543,26.8095,6.6421,0.9584
1174,602.8191,0.2690,18.3357,0.00098,0.5767,194.4926,28.2362,6.4704,0.6967
1175,396.6878,0.2248,17.7108,0.00142,0.5407,162.2773,21.6988,8.0403,1.0588
1176,302.2702,0.7869,9.5102,0.00676,1.8496,127.1938,26.3634,4.8357,1.3895
1177,949.3166,0.3032,20.8958,0.02036,19.4773,205.0000,36.0000,7.9159,0.4424
1178,303.2338,0.5992,9.2703,0.01125,3.5146,123.1476,24.8905,6.1534,1.3851
1179,826.1847,0.4922,20.1942,0.02423,19.8018,189.7909,36.0000,6.0467,0.5084
